# curated/lemmas.tsv: headword-level decisions. Columns: lemma<TAB>pos<TAB>tier<TAB>tags
# tier: 1|2|3|x (x = removed). Empty tier is allowed when a tag implies one (see TAG_POLICY in engine.js).
# pos: N|V|A|ADV for MorphoBr lemmas, or a stub label (PROP, ABBR, INTJ, LOAN, -).
# tags: comma-separated (english, firstname, nonword, polemic, place, abbrev, interj, country, ...).
split	-	3	place
spoiler	-	3	english
sport	-	3	english
spot	N	3	english
stand	N	3	english
standard	-	3	english
star	N	3	english
status	N	3
stock	N	3	english
stop	N	3	english
strass	-	3	english
streaming	-	3	english
strike	-	3	english
strip	A	3
suao	-	3
subordinada	N	3
suica	N	2	country
suite	N	2
sumare	-	3	place
superiora	-	2
suportado	A	3
surf	N	3
suruba	A	3
sus	-	3
suzana	-	x	firstname
suzano	-	3	place
swing	N	3	english
switch	-	3	english
tab	-	3	english
tablet	-	3	english
tag	-	3	english
taguatinga	-	3	place
taiwan	-	3	country
take	-	3	english
tala	N	2	place
talha	N	3
talhada	N	3
tan	-	3	english
tanta	-	3	place
tapaos	-	3
taque	N	3
tarado	-	3
target	-	3	english
taro	N	3
tato	-	1
tattoo	-	3	english
tatui	-	2	place
teaser	-	3	english
tech	-	3	english
teima	N	3
tel	ABBR	3	abbrev
telaos	-	x
temia	N	3
tempera	N	3
tempero	N	3
template	-	3	english
teresopolis	-	3	place
tes	-	3
tesao	N	3
tesla	N	2
test	-	3
thriller	N	3	english
ticket	N	3	english
to	N	3	place
toa	N	3
tocaio	A	2
tola	N	3
tomba	N	3
tonta	N	3
top	-	3
topa	N	3
torar	V	2
torneiro	N	2
tosa	N	3	place
touch	-	3	english
tour	-	3	english
tours	-	3
trafega	N	2
traido	A	3
trailer	N	3
trainer	-	3	english
training	N	3	english
tranca	-	3
trancada	N	3
trancado	-	3
transa	N	3
transar	V	3
transe	N	3
transportado	A	3
travada	N	3
travado	-	3
traves	N	3
travesso	-	2
travesti	N	3
treina	N	3
tri	N	3
trilhoes	-	3
trinca	N	3
trip	LOAN	3	english
tripe	N	1
troika	N	3	english
trombo	-	2
tunel	N	1
turba	N	3
turfe	N	2
tutela	N	3
uau	-	3
uf	-	3
ufa	N	3	place
uh	-	3
ui	-	3
underground	N	3	english
ungido	-	3
unhar	V	2
uno	A	3
upgrade	N	3
upload	-	3	english
ups	-	3	english
user	-	3	english
vacina	N	3
vadio	-	3	polemic
vagina	N	3
valencia	N	3	place
valo	N	2
van	-	3	place
var	N	3
varais	N	3
vareja	N	3
vasco	A	2
vassouro	N	2
vaza	N	3
vazado	-	3
veda	N	3
veiculado	A	3
verga	N	3
vergonhosa	N	3
versa	N	3
versus	-	3
vhs	-	3
vibe	LOAN	3	english
vinculo	N	3
viro	N	3
visgo	N	2
vitro	-	3
vlw	-	x
vodka	N	3	english
vogue	N	3	english
vol	-	3	english
volvo	-	3
vs	-	3
vulva	N	3
wc	-	3	english
webmaster	N	3
website	-	3
websites	-	3
weekend	N	3	english
western	N	3
whisky	N	3	english
wireless	-	3	english
workshop	N	3	english
wow	-	3	english
xampu	N	2
xerox	N	3
xi	-	3
xixi	N	3
xoxota	N	3
yang	N	3
yoga	-	3	place
zagueira	-	2
zagueiras	-	2
zanga	N	3
zen	A	3
zera	-	3
zerais	-	3
zeramos	-	2
zerara	-	2
zeraram	-	2
zeraramos	-	2
zerarao	-	2
zeraras	-	3
zerardes	-	3
zerarei	-	2
zerareis	-	3
zerarem	-	2
zeraremos	-	2
zerares	-	3
zeraria	-	2
zerariam	-	2
zerariamos	-	2
zerarias	-	3
zerarieis	-	3
zerarmos	-	2
zerasse	-	2
zerasseis	-	3
zerassem	-	2
zerassemos	-	2
zerasses	-	3
zeraste	-	3
zerastes	-	3
zerava	-	2
zeravam	-	2
zeravamos	-	2
zeravas	-	3
zeraveis	-	3
zere	A	3
zereis	-	3
zeremos	-	3
zeus	PROP	3
zika	-	3
zomba	N	3	place
zombie	N	3
